sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"By the time of the third series , Nesbitt and the other cast members were able to influence the show 's production ; an episode featuring Adam 's stag weekend was due to be filmed on location in Dublin but Nesbitt suggested it be filmed in Belfast and Portrush instead.","By the time of the third series , Nesbitt and the other cast members were able to influence the show 's production ; an episode featuring Adam 's stag weekend was due to be filmed on location in Dublin but Nesbitt suggested it be filmed in Belfast and Portrush instead.",0,suggest,suggested,none,"By the time of the third series , Nesbitt and the other cast members were able to influence the show 's production ; an episode featuring Adam 's stag weekend was due to be filmed on location in Dublin but Nesbitt","By the time of the third series , Nesbitt and the other cast members were able to influence the show 's production ; an episode featuring Adam 's stag weekend was due to be filmed on location in Dublin but Nesbitt suggested","By the time of the third series , Nesbitt and the other cast members were able to influence the show 's production ; an episode featuring Adam 's stag weekend was due to be filmed on location in Dublin but Nesbitt suggested it be filmed in Belfast",15.58617766,8.490652084
"Executive producer Andy Harries persuaded him to stay for one more series by suggesting that Adam be killed off , so Nesbitt signed on for the fifth series.","Executive producer Andy Harries persuaded him to stay for one more series by suggesting Adam be killed off , so Nesbitt signed on for the fifth series.",0,suggest,suggesting,that,Executive producer Andy Harries persuaded him to stay for one more series by,Executive producer Andy Harries persuaded him to stay for one more series by suggesting,"Executive producer Andy Harries persuaded him to stay for one more series by suggesting Adam be killed off ,",46.27361894,9.501938701
"On preparing for the role , Nesbitt said , "" Short of robbing a bank there wasn 't much research I could have done but we did spend a day in Wandsworth Prison and that showed the nightmare monotony of prisoners ' lives.","On preparing for the role , Nesbitt said , "" Short of robbing a bank there wasn 't much research I could have done but we did spend a day in Wandsworth Prison and that showed the nightmare monotony of prisoners ' lives.",0,say,said,none,"On preparing for the role , Nesbitt","On preparing for the role , Nesbitt said","On preparing for the role , Nesbitt said , "" Short of robbing",45.46085227,4.742318153
I didn 't interview any of the inmates because I thought it would be a little patronising as it was research for a comedy and also because we were going home every night in our fancy cars to sleep in our fancy hotels.,I didn 't interview any of the inmates because I thought it would be a little patronising as it was research for a comedy and also because we were going home every night in our fancy cars to sleep in our fancy hotels.,0,think,thought,none,I didn 't interview any of the inmates because I,I didn 't interview any of the inmates because I thought,I didn 't interview any of the inmates because I thought it would be a little,12.03869915,4.361174583
"Nesbitt was only seven years old when the shootings happened and was ignorant of its cause ; he believed that there was "" no smoke without fire "" and that the Catholic marchers must have done something to provoke the British Army.","Nesbitt was only seven years old when the shootings happened and was ignorant of its cause ; he believed there was "" no smoke without fire "" and that the Catholic marchers must have done something to provoke the British Army.",0,believe,believed,that,Nesbitt was only seven years old when the shootings happened and was ignorant of its cause ; he,Nesbitt was only seven years old when the shootings happened and was ignorant of its cause ; he believed,"Nesbitt was only seven years old when the shootings happened and was ignorant of its cause ; he believed there was "" no smoke",31.6481511,6.954649448
"He read it and found that had "" an extraordinary effect "" on him.","He read it and found that had "" an extraordinary effect "" on him.",0,find,found,none,He read it and,He read it and found,"He read it and found that had "" an extraordinary",46.22218323,7.765049458
"Greengrass compared Nesbitt 's preparation to an athlete preparing for a race , and told The Observer , "" For an Irish actor , doing the Troubles is like doing Lear.","Greengrass compared Nesbitt 's preparation to an athlete preparing for a race , and told The Observer , "" For an Irish actor , doing the Troubles is like doing Lear.",0,tell,told,none,"Greengrass compared Nesbitt 's preparation to an athlete preparing for a race , and","Greengrass compared Nesbitt 's preparation to an athlete preparing for a race , and told","Greengrass compared Nesbitt 's preparation to an athlete preparing for a race , and told The Observer , "" For",29.32194585,8.256965876
"The broadcast on ITV in January 2002 and its promotion did not pass without incident ; he was criticised by Unionists for saying that Protestants in Northern Ireland felt "" a collective guilt "" over the killings.","The broadcast on ITV in January 2002 and its promotion did not pass without incident ; he was criticised by Unionists for saying Protestants in Northern Ireland felt "" a collective guilt "" over the killings.",0,say,saying,that,The broadcast on ITV in January 2002 and its promotion did not pass without incident ; he was criticised by Unionists for,The broadcast on ITV in January 2002 and its promotion did not pass without incident ; he was criticised by Unionists for saying,The broadcast on ITV in January 2002 and its promotion did not pass without incident ; he was criticised by Unionists for saying Protestants in Northern Ireland felt,34.59590285,5.415397227
"In an analysis of the film in the History & Memory journal , Aileen Blaney wrote that it is Nesbitt 's real @-@ life household name status that made his portrayal of Cooper such a success.","In an analysis of the film in the History & Memory journal , Aileen Blaney wrote it is Nesbitt 's real @-@ life household name status that made his portrayal of Cooper such a success.",0,write,wrote,that,"In an analysis of the film in the History & Memory journal , Aileen Blaney","In an analysis of the film in the History & Memory journal , Aileen Blaney wrote","In an analysis of the film in the History & Memory journal , Aileen Blaney wrote it is Nesbitt 's real",61.38164562,5.211789608
"She reasoned that Nesbitt 's celebrity status mirrors that of Cooper 's in the 1970s : "" A household name across Great Britain , Northern Ireland and the Irish Republic [ sic ] , Nesbitt 's widespread popular appeal is emphatically not contingent upon his Protestant Ulster identity , and consequently the double @-@ voicing of the character he plays does not alienate viewers of an alternative , or no , sectarian persuasion.","She reasoned Nesbitt 's celebrity status mirrors that of Cooper 's in the 1970s : "" A household name across Great Britain , Northern Ireland and the Irish Republic [ sic ] , Nesbitt 's widespread popular appeal is emphatically not contingent upon his Protestant Ulster identity , and consequently the double @-@ voicing of the character he plays does not alienate viewers of an alternative , or no , sectarian persuasion.",0,reason,reasoned,that,She,She reasoned,She reasoned Nesbitt 's celebrity status mirrors,71.2799297,15.03373337
