sentence,pseudo_that,verb,comp_type
"According to Yankovic , Peter Wolf , the man who wrote "" Who 's Johnny "" , enjoyed the parody idea so much that he personally brought the floppy disc program that had all the synthesizer parts for the original song into the studio when Yankovic was recording his parody.","According to Yankovic , Peter Wolf , the man who wrote "" Who 's Johnny "" , enjoyed the parody idea so much that he personally brought the floppy disc program that had all the synthesizer parts for the original song into the studio when Yankovic was recording his parody.",write,none
"The song , about elderly people who are missing their teeth , was written after Yankovic heard it would be the theme to the 1986 film Ruthless People.","The song , about elderly people who are missing their teeth , was written after Yankovic heard it would be the theme to the 1986 film Ruthless People.",hear,none
"When Jagger 's song failed to crack the Top 40 , Yankovic considered not recording his version , but because Jagger had "" authorized "" the parody , he decided failing to produce it would be an insult to the artist.","When Jagger 's song failed to crack the Top 40 , Yankovic considered not recording his version , but because Jagger had "" authorized "" the parody , he decided failing to produce it would be an insult to the artist.",decide,none
"Unlike previous albums , Yankovic did not undertake a tour to promote Polka Party ! Instead , he opened for the American rock band The Monkees ; Yankovic later joked that the Monkees merely "" closed for me "".","Unlike previous albums , Yankovic did not undertake a tour to promote Polka Party ! Instead , he opened for the American rock band The Monkees ; Yankovic later joked the Monkees merely "" closed for me "".",joke,that
"Yankovic explained that while it "" was a fun tour "" and that the crowds were very enthusiastic , the tension between the Monkees was obvious ; on his website , he wrote that while the band members "" are all terrific people individually "" , they "" didn 't seem to get along all that great when they weren 't on stage.","Yankovic explained while it "" was a fun tour "" and that the crowds were very enthusiastic , the tension between the Monkees was obvious ; on his website , he wrote that while the band members "" are all terrific people individually "" , they "" didn 't seem to get along all that great when they weren 't on stage.",explain,that
"Yankovic explained that while it "" was a fun tour "" and that the crowds were very enthusiastic , the tension between the Monkees was obvious ; on his website , he wrote that while the band members "" are all terrific people individually "" , they "" didn 't seem to get along all that great when they weren 't on stage.","Yankovic explained that while it "" was a fun tour "" and that the crowds were very enthusiastic , the tension between the Monkees was obvious ; on his website , he wrote while the band members "" are all terrific people individually "" , they "" didn 't seem to get along all that great when they weren 't on stage.",write,that
"Allmusic reviewer Eugene Chadbourne gave the album three stars and wrote that "" just about anyone could feel let down by this album.","Allmusic reviewer Eugene Chadbourne gave the album three stars and wrote "" just about anyone could feel let down by this album.",write,that
""" Chadbourne was largely critical of the parody choices , noting that many of the original versions would be forgotten in "" fifteen years "".",""" Chadbourne was largely critical of the parody choices , noting many of the original versions would be forgotten in "" fifteen years "".",note,that
""" Thelen heavily criticized the record , writing that both the parodies and originals were not good and that "" Yankovic [ was ] going through the motions "".",""" Thelen heavily criticized the record , writing both the parodies and originals were not good and that "" Yankovic [ was ] going through the motions "".",write,that
"He noted that he "" thought it was the end of [ his ] career "".","He noted he "" thought it was the end of [ his ] career "".",note,that
