sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"This stele details a puluuy utz 'itil ceremony for Ha ' K 'in Xook 's dead father , Itzam K 'an Ahk II , and , when translated , reads "" Ruler 6 [ Ha ' K 'in Xook ] , child of Ruler 4 [ Itzam K 'an Ahk II ] … acceded to the rulership "" , seemingly proving that Ha ' K 'in Xook was indeed the offspring of Itzam K 'an Ahk II.","This stele details a puluuy utz 'itil ceremony for Ha ' K 'in Xook 's dead father , Itzam K 'an Ahk II , and , when translated , reads "" Ruler 6 [ Ha ' K 'in Xook ] , child of Ruler 4 [ Itzam K 'an Ahk II ] … acceded to the rulership "" , seemingly proving Ha ' K 'in Xook was indeed the offspring of Itzam K 'an Ahk II.",0,prove,proving,that,"This stele details a puluuy utz 'itil ceremony for Ha ' K 'in Xook 's dead father , Itzam K 'an Ahk II , and , when translated , reads "" Ruler 6 [ Ha ' K 'in Xook ] , child of Ruler 4 [ Itzam K 'an Ahk II ] … acceded to the rulership "" , seemingly","This stele details a puluuy utz 'itil ceremony for Ha ' K 'in Xook 's dead father , Itzam K 'an Ahk II , and , when translated , reads "" Ruler 6 [ Ha ' K 'in Xook ] , child of Ruler 4 [ Itzam K 'an Ahk II ] … acceded to the rulership "" , seemingly proving","This stele details a puluuy utz 'itil ceremony for Ha ' K 'in Xook 's dead father , Itzam K 'an Ahk II , and , when translated , reads "" Ruler 6 [ Ha ' K 'in Xook ] , child of Ruler 4 [ Itzam K 'an Ahk II ] … acceded to the rulership "" , seemingly proving Ha ' K 'in Xook",6.624098123,11.55365467
"The FA 's rules meant he was unable to turn professional at a club until he was 17 , and Lawton 's grandfather rejected Bolton Wanderers 's offer for Lawton to work as a delivery driver for two years before turning professional at the club.","The FA 's rules meant he was unable to turn professional at a club until he was 17 , and Lawton 's grandfather rejected Bolton Wanderers 's offer for Lawton to work as a delivery driver for two years before turning professional at the club.",0,mean,meant,none,The FA 's rules,The FA 's rules meant,The FA 's rules meant he was unable to turn,25.55876659,10.1474247
"He later recalled that on his way to Goodison Park on his first day as an Everton player he was told by a tram conductor that "" You 're that young Lawton , aren 't you ? You 'll never be as good as Dixie.","He later recalled on his way to Goodison Park on his first day as an Everton player he was told by a tram conductor that "" You 're that young Lawton , aren 't you ? You 'll never be as good as Dixie.",0,recall,recalled,that,He later,He later recalled,He later recalled on his way to Goodison,38.53852898,7.629742622
"However , in the summer he wrote to Leicester City to request that the club buy him from Everton ; it was reported that he reached out to Leicester as they were managed by Tom Bromilow , his former Burnley manager.","However , in the summer he wrote to Leicester City to request the club buy him from Everton ; it was reported that he reached out to Leicester as they were managed by Tom Bromilow , his former Burnley manager.",0,request,request,that,"However , in the summer he wrote to Leicester City to","However , in the summer he wrote to Leicester City to request","However , in the summer he wrote to Leicester City to request the club buy him from",19.53212607,5.190534115
"However , in the summer he wrote to Leicester City to request that the club buy him from Everton ; it was reported that he reached out to Leicester as they were managed by Tom Bromilow , his former Burnley manager.","However , in the summer he wrote to Leicester City to request that the club buy him from Everton ; it was reported he reached out to Leicester as they were managed by Tom Bromilow , his former Burnley manager.",0,report,reported,that,"However , in the summer he wrote to Leicester City to request that the club buy him from Everton ; it was","However , in the summer he wrote to Leicester City to request that the club buy him from Everton ; it was reported","However , in the summer he wrote to Leicester City to request that the club buy him from Everton ; it was reported he reached out to Leicester",23.45708369,3.663421035
"Lawton later remarked that "" I 'm convinced that if it hadn 't been for the War , we 'd have won the Championship again , the average age of those players was about 24 or 25 "".","Lawton later remarked "" I 'm convinced that if it hadn 't been for the War , we 'd have won the Championship again , the average age of those players was about 24 or 25 "".",0,remark,remarked,that,Lawton later,Lawton later remarked,"Lawton later remarked "" I 'm convinced that",39.41866374,11.42577934
"Explaining this later , he said , ' The Tranmere people came into the dressing room and asked if anyone wanted to play as they were two men short.","Explaining this later , he said , ' The Tranmere people came into the dressing room and asked if anyone wanted to play as they were two men short.",0,say,said,none,"Explaining this later , he","Explaining this later , he said","Explaining this later , he said , ' The Tranmere people",57.1391921,3.708276987
"I said , "" Go on , I 'll help you out.","I said , "" Go on , I 'll help you out.",0,say,said,none,I,I said,"I said , "" Go on ,",39.63272786,9.190199852
He was angered when the club sold Jackie Sewell to Sheffield Wednesday in March 1951 – breaking Lawton 's own transfer record in the process – as he felt the move showed a lack of ambition from the club 's directors.,He was angered when the club sold Jackie Sewell to Sheffield Wednesday in March 1951 – breaking Lawton 's own transfer record in the process – as he felt the move showed a lack of ambition from the club 's directors.,0,feel,felt,none,He was angered when the club sold Jackie Sewell to Sheffield Wednesday in March 1951 – breaking Lawton 's own transfer record in the process – as he,He was angered when the club sold Jackie Sewell to Sheffield Wednesday in March 1951 – breaking Lawton 's own transfer record in the process – as he felt,He was angered when the club sold Jackie Sewell to Sheffield Wednesday in March 1951 – breaking Lawton 's own transfer record in the process – as he felt the move showed a lack,22.91581845,4.433879852
He also found that the well paid job he was promised outside of football did not transpire.,He also found the well paid job he was promised outside of football did not transpire.,0,find,found,that,He also,He also found,He also found the well paid job he,36.87638688,7.761357784
Soccer has been good to me and I hope that I have repaid the game in some small way.,Soccer has been good to me and I hope I have repaid the game in some small way.,0,hope,hope,that,Soccer has been good to me and I,Soccer has been good to me and I hope,Soccer has been good to me and I hope I have repaid the game,32.59189343,5.225338697
"He had become increasingly disillusioned with the England set @-@ up , and told Walterbottom that "" if you think you can teach Stanley Matthews to play on the wing and me how to score goals , you 've got another think coming ! "" Walterbottom was also frustrated by Lawton 's smoking habit , and preferred Jackie Milburn ahead of Lawton.","He had become increasingly disillusioned with the England set @-@ up , and told Walterbottom that "" if you think you can teach Stanley Matthews to play on the wing and me how to score goals , you 've got another think coming ! "" Walterbottom was also frustrated by Lawton 's smoking habit , and preferred Jackie Milburn ahead of Lawton.",0,think,think,none,"He had become increasingly disillusioned with the England set @-@ up , and told Walterbottom that "" if you","He had become increasingly disillusioned with the England set @-@ up , and told Walterbottom that "" if you think","He had become increasingly disillusioned with the England set @-@ up , and told Walterbottom that "" if you think you can teach Stanley Matthews",46.6216563,6.616583824
