sentence,pseudo_that,verb,comp_type
"The mathematician Georges Ifrah notes that simple "" tricks "" with string and stakes can be used to lay out geometric shapes , such as ellipses and right angles.","The mathematician Georges Ifrah notes simple "" tricks "" with string and stakes can be used to lay out geometric shapes , such as ellipses and right angles.",note,that
"They observed the harmonies produced by notes with specific small @-@ integer ratios of frequency , and argued that buildings too should be designed with such ratios.","They observed the harmonies produced by notes with specific small @-@ integer ratios of frequency , and argued buildings too should be designed with such ratios.",argue,that
"The historian of Islamic art Antonio Fernandez @-@ Puertas suggests that the Alhambra , like the Great Mosque of Cordoba , was designed using the Hispano @-@ Muslim foot or codo of about 0 @.@ 62 metres ( 2 @.@ 0 ft ).","The historian of Islamic art Antonio Fernandez @-@ Puertas suggests the Alhambra , like the Great Mosque of Cordoba , was designed using the Hispano @-@ Muslim foot or codo of about 0 @.@ 62 metres ( 2 @.@ 0 ft ).",suggest,that
"Koch and Barraud observe that if an octagon , used repeatedly in the complex , is given sides of 7 units , then it has a width of 17 units , which may help to explain the choice of ratios in the complex.","Koch and Barraud observe if an octagon , used repeatedly in the complex , is given sides of 7 units , then it has a width of 17 units , which may help to explain the choice of ratios in the complex.",observe,that
"Saint Ambrose wrote that fonts and baptistries were octagonal "" because on the eighth day , by rising , Christ loosens the bondage of death and receives the dead from their graves.","Saint Ambrose wrote fonts and baptistries were octagonal "" because on the eighth day , by rising , Christ loosens the bondage of death and receives the dead from their graves.",write,that
"The church further has five gates , five chapels , five altars and five stars ; a legend claims that when Saint John of Nepomuk was martyred , five stars appeared over his head.","The church further has five gates , five chapels , five altars and five stars ; a legend claims when Saint John of Nepomuk was martyred , five stars appeared over his head.",claim,that
"Islamic patterns exploit many of the 17 possible wallpaper groups ; as early as 1944 , Edith Müller showed that the Alhambra made use of 11 wallpaper groups in its decorations , while in 1986 Branko Grünbaum claimed to have found 13 wallpaper groups in the Alhambra , asserting controversially that the remaining 4 groups are not found anywhere in Islamic ornament.","Islamic patterns exploit many of the 17 possible wallpaper groups ; as early as 1944 , Edith Müller showed the Alhambra made use of 11 wallpaper groups in its decorations , while in 1986 Branko Grünbaum claimed to have found 13 wallpaper groups in the Alhambra , asserting controversially that the remaining 4 groups are not found anywhere in Islamic ornament.",show,that
"Islamic patterns exploit many of the 17 possible wallpaper groups ; as early as 1944 , Edith Müller showed that the Alhambra made use of 11 wallpaper groups in its decorations , while in 1986 Branko Grünbaum claimed to have found 13 wallpaper groups in the Alhambra , asserting controversially that the remaining 4 groups are not found anywhere in Islamic ornament.","Islamic patterns exploit many of the 17 possible wallpaper groups ; as early as 1944 , Edith Müller showed that the Alhambra made use of 11 wallpaper groups in its decorations , while in 1986 Branko Grünbaum claimed to have found 13 wallpaper groups in the Alhambra , asserting controversially the remaining 4 groups are not found anywhere in Islamic ornament.",assert,that
"In 1913 , the Modernist architect Adolf Loos had declared that "" Ornament is a crime "" , influencing architectural thinking for the rest of the 20th century.","In 1913 , the Modernist architect Adolf Loos had declared "" Ornament is a crime "" , influencing architectural thinking for the rest of the 20th century.",declare,that
"The architectural historian Siegfried Giedion argued that the star @-@ shaped fortification had a formative influence on the patterning of the Renaissance ideal city : "" The Renaissance was hypnotized by one city type which for a century and a half — from Filarete to Scamozzi — was impressed upon all utopian schemes : this is the star @-@ shaped city.","The architectural historian Siegfried Giedion argued the star @-@ shaped fortification had a formative influence on the patterning of the Renaissance ideal city : "" The Renaissance was hypnotized by one city type which for a century and a half — from Filarete to Scamozzi — was impressed upon all utopian schemes : this is the star @-@ shaped city.",argue,that
